,Calculation1,School,City,County/State/ Territory,Count,Gender,Pivot Field Values
4335,MIDDLE COLLEGE HIGH SCHOOL53204,MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,Adm,Female,6
4336,MIDDLE COLLEGE HIGH SCHOOL53204,MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,App,Female,11
4337,MIDDLE COLLEGE HIGH SCHOOL53204,MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,Enr,All,5
4338,MIDDLE COLLEGE HIGH SCHOOL53204,MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,Adm,All,7
4339,MIDDLE COLLEGE HIGH SCHOOL53204,MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,App,All,20
4340,MIDDLE COLLEGE HIGH SCHOOL53258,MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,App,Male,7
4341,MIDDLE COLLEGE HIGH SCHOOL53258,MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,Enr,Female,3
4342,MIDDLE COLLEGE HIGH SCHOOL53258,MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,Adm,Female,5
4343,MIDDLE COLLEGE HIGH SCHOOL53258,MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,App,Female,9
4344,MIDDLE COLLEGE HIGH SCHOOL53258,MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,Enr,All,3
4345,MIDDLE COLLEGE HIGH SCHOOL53258,MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,Adm,All,7
4346,MIDDLE COLLEGE HIGH SCHOOL53258,MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,App,All,16
4347,MIDDLE COLLEGE HIGH SCHOOL53599,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,Enr,Male,5
4348,MIDDLE COLLEGE HIGH SCHOOL53599,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,Adm,Male,5
4349,MIDDLE COLLEGE HIGH SCHOOL53599,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,App,Male,17
4350,MIDDLE COLLEGE HIGH SCHOOL53599,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,Adm,Female,3
4351,MIDDLE COLLEGE HIGH SCHOOL53599,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,App,Female,14
4352,MIDDLE COLLEGE HIGH SCHOOL53599,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,Enr,All,7
4353,MIDDLE COLLEGE HIGH SCHOOL53599,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,Adm,All,8
4354,MIDDLE COLLEGE HIGH SCHOOL53599,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,App,All,31
4355,MIDDLESEX COUNTY ACADEMY310309,MIDDLESEX COUNTY ACADEMY,Edison,NJ,App,Male,13
4356,MIDDLESEX COUNTY ACADEMY310309,MIDDLESEX COUNTY ACADEMY,Edison,NJ,App,All,16
4357,MIDLAND SCHOOL51865,MIDLAND SCHOOL,Los Olivos,Santa Barbara,App,All,5
4358,MILILANI HIGH SCHOOL120197,MILILANI HIGH SCHOOL,Mililani,HI,App,Male,5
4359,MILILANI HIGH SCHOOL120197,MILILANI HIGH SCHOOL,Mililani,HI,App,Female,6
4360,MILILANI HIGH SCHOOL120197,MILILANI HIGH SCHOOL,Mililani,HI,App,All,11
4361,MILKEN COMMUNITY SCHOOL51727,MILKEN COMMUNITY SCHOOL,Los Angeles,Los Angeles,Enr,Male,4
4362,MILKEN COMMUNITY SCHOOL51727,MILKEN COMMUNITY SCHOOL,Los Angeles,Los Angeles,Adm,Male,7
4363,MILKEN COMMUNITY SCHOOL51727,MILKEN COMMUNITY SCHOOL,Los Angeles,Los Angeles,App,Male,30
4364,MILKEN COMMUNITY SCHOOL51727,MILKEN COMMUNITY SCHOOL,Los Angeles,Los Angeles,Adm,Female,5
4365,MILKEN COMMUNITY SCHOOL51727,MILKEN COMMUNITY SCHOOL,Los Angeles,Los Angeles,App,Female,23
4366,MILKEN COMMUNITY SCHOOL51727,MILKEN COMMUNITY SCHOOL,Los Angeles,Los Angeles,Enr,All,5
4367,MILKEN COMMUNITY SCHOOL51727,MILKEN COMMUNITY SCHOOL,Los Angeles,Los Angeles,Adm,All,12
4368,MILKEN COMMUNITY SCHOOL51727,MILKEN COMMUNITY SCHOOL,Los Angeles,Los Angeles,App,All,53
4369,MILLBURN HIGH SCHOOL310795,MILLBURN HIGH SCHOOL,Millburn,NJ,Adm,Male,4
4370,MILLBURN HIGH SCHOOL310795,MILLBURN HIGH SCHOOL,Millburn,NJ,App,Male,21
4371,MILLBURN HIGH SCHOOL310795,MILLBURN HIGH SCHOOL,Millburn,NJ,App,Female,8
4372,MILLBURN HIGH SCHOOL310795,MILLBURN HIGH SCHOOL,Millburn,NJ,Adm,All,5
4373,MILLBURN HIGH SCHOOL310795,MILLBURN HIGH SCHOOL,Millburn,NJ,App,All,29
4374,MILLENNIUM HIGH SCHOOL54020,MILLENNIUM HIGH SCHOOL,Tracy,San Joaquin,App,Male,5
4375,MILLENNIUM HIGH SCHOOL54020,MILLENNIUM HIGH SCHOOL,Tracy,San Joaquin,Enr,Female,3
4376,MILLENNIUM HIGH SCHOOL54020,MILLENNIUM HIGH SCHOOL,Tracy,San Joaquin,Adm,Female,4
4377,MILLENNIUM HIGH SCHOOL54020,MILLENNIUM HIGH SCHOOL,Tracy,San Joaquin,App,Female,8
4378,MILLENNIUM HIGH SCHOOL54020,MILLENNIUM HIGH SCHOOL,Tracy,San Joaquin,Enr,All,4
4379,MILLENNIUM HIGH SCHOOL54020,MILLENNIUM HIGH SCHOOL,Tracy,San Joaquin,Adm,All,6
4380,MILLENNIUM HIGH SCHOOL54020,MILLENNIUM HIGH SCHOOL,Tracy,San Joaquin,App,All,13
4381,MILLS HIGH SCHOOL51972,MILLS HIGH SCHOOL,Millbrae,San Mateo,Enr,Male,5
4382,MILLS HIGH SCHOOL51972,MILLS HIGH SCHOOL,Millbrae,San Mateo,Adm,Male,8
4383,MILLS HIGH SCHOOL51972,MILLS HIGH SCHOOL,Millbrae,San Mateo,App,Male,46
4384,MILLS HIGH SCHOOL51972,MILLS HIGH SCHOOL,Millbrae,San Mateo,Enr,Female,7
4385,MILLS HIGH SCHOOL51972,MILLS HIGH SCHOOL,Millbrae,San Mateo,Adm,Female,11
4386,MILLS HIGH SCHOOL51972,MILLS HIGH SCHOOL,Millbrae,San Mateo,App,Female,47
4387,MILLS HIGH SCHOOL51972,MILLS HIGH SCHOOL,Millbrae,San Mateo,Enr,All,12
4388,MILLS HIGH SCHOOL51972,MILLS HIGH SCHOOL,Millbrae,San Mateo,Adm,All,19
4389,MILLS HIGH SCHOOL51972,MILLS HIGH SCHOOL,Millbrae,San Mateo,App,All,93
4390,MILPITAS HIGH SCHOOL51978,MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,Enr,Male,3
4391,MILPITAS HIGH SCHOOL51978,MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,Adm,Male,4
4392,MILPITAS HIGH SCHOOL51978,MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,App,Male,68
4393,MILPITAS HIGH SCHOOL51978,MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,Enr,Female,4
4394,MILPITAS HIGH SCHOOL51978,MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,Adm,Female,6
4395,MILPITAS HIGH SCHOOL51978,MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,App,Female,63
4396,MILPITAS HIGH SCHOOL51978,MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,Enr,All,7
4397,MILPITAS HIGH SCHOOL51978,MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,Adm,All,10
4398,MILPITAS HIGH SCHOOL51978,MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,App,All,131
4399,MILTON HIGH SCHOOL110060,MILTON HIGH SCHOOL,Milton,GA,Adm,All,3
4400,MILTON HIGH SCHOOL110060,MILTON HIGH SCHOOL,Milton,GA,App,All,9
4401,MING-DAO HIGH SCHOOL694368,MING-DAO HIGH SCHOOL,,,App,Male,12
4402,MING-DAO HIGH SCHOOL694368,MING-DAO HIGH SCHOOL,,,App,All,15
4403,MINNETONKA HIGH SCHOOL240780,MINNETONKA HIGH SCHOOL,Minnetonka,MN,Adm,Male,3
4404,MINNETONKA HIGH SCHOOL240780,MINNETONKA HIGH SCHOOL,Minnetonka,MN,App,Male,8
4405,MINNETONKA HIGH SCHOOL240780,MINNETONKA HIGH SCHOOL,Minnetonka,MN,App,Female,8
4406,MINNETONKA HIGH SCHOOL240780,MINNETONKA HIGH SCHOOL,Minnetonka,MN,Adm,All,5
4407,MINNETONKA HIGH SCHOOL240780,MINNETONKA HIGH SCHOOL,Minnetonka,MN,App,All,16
4408,MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,Enr,Male,9
4409,MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,Adm,Male,21
4410,MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,App,Male,84
4411,MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,Enr,Female,8
4412,MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,Adm,Female,26
4413,MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,App,Female,102
4414,MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,Enr,All,17
4415,MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,Adm,All,47
4416,MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,App,All,186
4417,MIRA LOMA HIGH SCHOOL52723,MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,Enr,Male,9
4418,MIRA LOMA HIGH SCHOOL52723,MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,Adm,Male,14
4419,MIRA LOMA HIGH SCHOOL52723,MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,App,Male,50
4420,MIRA LOMA HIGH SCHOOL52723,MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,Enr,Female,4
4421,MIRA LOMA HIGH SCHOOL52723,MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,Adm,Female,9
4422,MIRA LOMA HIGH SCHOOL52723,MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,App,Female,40
4423,MIRA LOMA HIGH SCHOOL52723,MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,Enr,All,13
4424,MIRA LOMA HIGH SCHOOL52723,MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,Adm,All,23
4425,MIRA LOMA HIGH SCHOOL52723,MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,App,All,90
4426,MIRA MESA HIGH SCHOOL52858,MIRA MESA HIGH SCHOOL,San Diego,San Diego,App,Male,17
4427,MIRA MESA HIGH SCHOOL52858,MIRA MESA HIGH SCHOOL,San Diego,San Diego,Adm,Female,4
4428,MIRA MESA HIGH SCHOOL52858,MIRA MESA HIGH SCHOOL,San Diego,San Diego,App,Female,32
4429,MIRA MESA HIGH SCHOOL52858,MIRA MESA HIGH SCHOOL,San Diego,San Diego,Adm,All,4
4430,MIRA MESA HIGH SCHOOL52858,MIRA MESA HIGH SCHOOL,San Diego,San Diego,App,All,49
4431,MIRA MONTE HIGH SCHOOL54317,MIRA MONTE HIGH SCHOOL,Bakersfield,Kern,App,Male,6
4432,MIRA MONTE HIGH SCHOOL54317,MIRA MONTE HIGH SCHOOL,Bakersfield,Kern,App,Female,7
4433,MIRA MONTE HIGH SCHOOL54317,MIRA MONTE HIGH SCHOOL,Bakersfield,Kern,Adm,All,4
4434,MIRA MONTE HIGH SCHOOL54317,MIRA MONTE HIGH SCHOOL,Bakersfield,Kern,App,All,13
4435,MIRAMONTE HIGH SCHOOL52282,MIRAMONTE HIGH SCHOOL,Orinda,Contra Costa,Adm,Male,8
4436,MIRAMONTE HIGH SCHOOL52282,MIRAMONTE HIGH SCHOOL,Orinda,Contra Costa,App,Male,57
4437,MIRAMONTE HIGH SCHOOL52282,MIRAMONTE HIGH SCHOOL,Orinda,Contra Costa,Adm,Female,13
4438,MIRAMONTE HIGH SCHOOL52282,MIRAMONTE HIGH SCHOOL,Orinda,Contra Costa,App,Female,56
4439,MIRAMONTE HIGH SCHOOL52282,MIRAMONTE HIGH SCHOOL,Orinda,Contra Costa,Enr,All,4
4440,MIRAMONTE HIGH SCHOOL52282,MIRAMONTE HIGH SCHOOL,Orinda,Contra Costa,Adm,All,21
4441,MIRAMONTE HIGH SCHOOL52282,MIRAMONTE HIGH SCHOOL,Orinda,Contra Costa,App,All,113
4442,MISS HALLS SCHOOL221760,MISS HALLS SCHOOL,Pittsfield,MA,App,Female,12
4443,MISS HALLS SCHOOL221760,MISS HALLS SCHOOL,Pittsfield,MA,App,All,12
4444,MISS PORTER'S SCHOOL70210,MISS PORTER'S SCHOOL,Farmington,CT,Adm,Female,3
4445,MISS PORTER'S SCHOOL70210,MISS PORTER'S SCHOOL,Farmington,CT,App,Female,10
4446,MISS PORTER'S SCHOOL70210,MISS PORTER'S SCHOOL,Farmington,CT,Adm,All,3
4447,MISS PORTER'S SCHOOL70210,MISS PORTER'S SCHOOL,Farmington,CT,App,All,10
4448,MISSION BAY HIGH52860,MISSION BAY HIGH,San Diego,San Diego,Adm,Male,3
4449,MISSION BAY HIGH52860,MISSION BAY HIGH,San Diego,San Diego,App,Male,12
4450,MISSION BAY HIGH52860,MISSION BAY HIGH,San Diego,San Diego,App,Female,10
4451,MISSION BAY HIGH52860,MISSION BAY HIGH,San Diego,San Diego,Enr,All,4
4452,MISSION BAY HIGH52860,MISSION BAY HIGH,San Diego,San Diego,Adm,All,5
4453,MISSION BAY HIGH52860,MISSION BAY HIGH,San Diego,San Diego,App,All,22
4454,MISSION COLLEGE PREP CATH HS53140,MISSION COLLEGE PREP CATH HS,San Luis Obispo,San Luis Obispo,App,Male,11
4455,MISSION COLLEGE PREP CATH HS53140,MISSION COLLEGE PREP CATH HS,San Luis Obispo,San Luis Obispo,Adm,Female,4
4456,MISSION COLLEGE PREP CATH HS53140,MISSION COLLEGE PREP CATH HS,San Luis Obispo,San Luis Obispo,App,Female,6
4457,MISSION COLLEGE PREP CATH HS53140,MISSION COLLEGE PREP CATH HS,San Luis Obispo,San Luis Obispo,Enr,All,3
4458,MISSION COLLEGE PREP CATH HS53140,MISSION COLLEGE PREP CATH HS,San Luis Obispo,San Luis Obispo,Adm,All,6
4459,MISSION COLLEGE PREP CATH HS53140,MISSION COLLEGE PREP CATH HS,San Luis Obispo,San Luis Obispo,App,All,18
4460,MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,Adm,Male,4
4461,MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,App,Male,28
4462,MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,Enr,Female,4
4463,MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,Adm,Female,5
4464,MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,App,Female,22
4465,MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,Enr,All,6
4466,MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,Adm,All,9
4467,MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,App,All,50
4468,MISSION OAK HIGH SCHOOL54248,MISSION OAK HIGH SCHOOL,Tulare,Tulare,App,Male,6
4469,MISSION OAK HIGH SCHOOL54248,MISSION OAK HIGH SCHOOL,Tulare,Tulare,App,Female,12
4470,MISSION OAK HIGH SCHOOL54248,MISSION OAK HIGH SCHOOL,Tulare,Tulare,App,All,18
4471,MISSION SAN JOSE HIGH SCHOOL50970,MISSION SAN JOSE HIGH SCHOOL,Fremont,Alameda,Enr,Male,26
4472,MISSION SAN JOSE HIGH SCHOOL50970,MISSION SAN JOSE HIGH SCHOOL,Fremont,Alameda,Adm,Male,36
4473,MISSION SAN JOSE HIGH SCHOOL50970,MISSION SAN JOSE HIGH SCHOOL,Fremont,Alameda,App,Male,137
4474,MISSION SAN JOSE HIGH SCHOOL50970,MISSION SAN JOSE HIGH SCHOOL,Fremont,Alameda,Enr,Female,19
4475,MISSION SAN JOSE HIGH SCHOOL50970,MISSION SAN JOSE HIGH SCHOOL,Fremont,Alameda,Adm,Female,31
4476,MISSION SAN JOSE HIGH SCHOOL50970,MISSION SAN JOSE HIGH SCHOOL,Fremont,Alameda,App,Female,162
4477,MISSION SAN JOSE HIGH SCHOOL50970,MISSION SAN JOSE HIGH SCHOOL,Fremont,Alameda,Enr,All,45
4478,MISSION SAN JOSE HIGH SCHOOL50970,MISSION SAN JOSE HIGH SCHOOL,Fremont,Alameda,Adm,All,67
4479,MISSION SAN JOSE HIGH SCHOOL50970,MISSION SAN JOSE HIGH SCHOOL,Fremont,Alameda,App,All,300
4480,MISSION SENIOR HIGH SCHOOL52980,MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,Enr,Male,7
4481,MISSION SENIOR HIGH SCHOOL52980,MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,Adm,Male,8
4482,MISSION SENIOR HIGH SCHOOL52980,MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,App,Male,40
4483,MISSION SENIOR HIGH SCHOOL52980,MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,Enr,Female,12
4484,MISSION SENIOR HIGH SCHOOL52980,MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,Adm,Female,15
4485,MISSION SENIOR HIGH SCHOOL52980,MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,App,Female,42
4486,MISSION SENIOR HIGH SCHOOL52980,MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,Enr,All,19
4487,MISSION SENIOR HIGH SCHOOL52980,MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,Adm,All,23
4488,MISSION SENIOR HIGH SCHOOL52980,MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,App,All,82
4489,MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,Enr,Male,5
4490,MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,Adm,Male,7
4491,MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,App,Male,34
4492,MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,Enr,Female,3
4493,MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,Adm,Female,9
4494,MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,App,Female,35
4495,MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,Enr,All,8
4496,MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,Adm,All,16
4497,MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,App,All,69
4498,MISSION VISTA HIGH SCHOOL54347,MISSION VISTA HIGH SCHOOL,Oceanside,San Diego,App,Male,13
4499,MISSION VISTA HIGH SCHOOL54347,MISSION VISTA HIGH SCHOOL,Oceanside,San Diego,Adm,Female,3
4500,MISSION VISTA HIGH SCHOOL54347,MISSION VISTA HIGH SCHOOL,Oceanside,San Diego,App,Female,14
4501,MISSION VISTA HIGH SCHOOL54347,MISSION VISTA HIGH SCHOOL,Oceanside,San Diego,Adm,All,4
4502,MISSION VISTA HIGH SCHOOL54347,MISSION VISTA HIGH SCHOOL,Oceanside,San Diego,App,All,27
4503,MIT (MARE ISLAND TECH) ACADEMY53833,MIT (MARE ISLAND TECH) ACADEMY,Vallejo,Solano,App,Male,7
4504,MIT (MARE ISLAND TECH) ACADEMY53833,MIT (MARE ISLAND TECH) ACADEMY,Vallejo,Solano,App,Female,14
4505,MIT (MARE ISLAND TECH) ACADEMY53833,MIT (MARE ISLAND TECH) ACADEMY,Vallejo,Solano,App,All,21
4506,MODERN ENGLISH SCHOOL CAIRO648309,MODERN ENGLISH SCHOOL CAIRO,,,App,All,6
4507,MODERN SCHOOL BARAKHAMBA ROAD671861,MODERN SCHOOL BARAKHAMBA ROAD,,,Enr,Male,4
4508,MODERN SCHOOL BARAKHAMBA ROAD671861,MODERN SCHOOL BARAKHAMBA ROAD,,,Adm,Male,5
4509,MODERN SCHOOL BARAKHAMBA ROAD671861,MODERN SCHOOL BARAKHAMBA ROAD,,,App,Male,20
4510,MODERN SCHOOL BARAKHAMBA ROAD671861,MODERN SCHOOL BARAKHAMBA ROAD,,,App,Female,7
4511,MODERN SCHOOL BARAKHAMBA ROAD671861,MODERN SCHOOL BARAKHAMBA ROAD,,,Enr,All,6
4512,MODERN SCHOOL BARAKHAMBA ROAD671861,MODERN SCHOOL BARAKHAMBA ROAD,,,Adm,All,7
4513,MODERN SCHOOL BARAKHAMBA ROAD671861,MODERN SCHOOL BARAKHAMBA ROAD,,,App,All,27
4514,MODERN SCHOOL VASANT VIHAR671860,MODERN SCHOOL VASANT VIHAR,,,App,Male,9
4515,MODERN SCHOOL VASANT VIHAR671860,MODERN SCHOOL VASANT VIHAR,,,Enr,Female,3
4516,MODERN SCHOOL VASANT VIHAR671860,MODERN SCHOOL VASANT VIHAR,,,Adm,Female,3
4517,MODERN SCHOOL VASANT VIHAR671860,MODERN SCHOOL VASANT VIHAR,,,App,Female,10
4518,MODERN SCHOOL VASANT VIHAR671860,MODERN SCHOOL VASANT VIHAR,,,Enr,All,3
4519,MODERN SCHOOL VASANT VIHAR671860,MODERN SCHOOL VASANT VIHAR,,,Adm,All,4
4520,MODERN SCHOOL VASANT VIHAR671860,MODERN SCHOOL VASANT VIHAR,,,App,All,19
4521,MODESTO HIGH SCHOOL51985,MODESTO HIGH SCHOOL,Modesto,Stanislaus,Enr,Male,4
4522,MODESTO HIGH SCHOOL51985,MODESTO HIGH SCHOOL,Modesto,Stanislaus,Adm,Male,6
4523,MODESTO HIGH SCHOOL51985,MODESTO HIGH SCHOOL,Modesto,Stanislaus,App,Male,20
4524,MODESTO HIGH SCHOOL51985,MODESTO HIGH SCHOOL,Modesto,Stanislaus,Adm,Female,5
4525,MODESTO HIGH SCHOOL51985,MODESTO HIGH SCHOOL,Modesto,Stanislaus,App,Female,33
4526,MODESTO HIGH SCHOOL51985,MODESTO HIGH SCHOOL,Modesto,Stanislaus,Enr,All,6
4527,MODESTO HIGH SCHOOL51985,MODESTO HIGH SCHOOL,Modesto,Stanislaus,Adm,All,11
4528,MODESTO HIGH SCHOOL51985,MODESTO HIGH SCHOOL,Modesto,Stanislaus,App,All,53
4529,MONACHE HIGH SCHOOL52513,MONACHE HIGH SCHOOL,Porterville,Tulare,App,Male,5
4530,MONACHE HIGH SCHOOL52513,MONACHE HIGH SCHOOL,Porterville,Tulare,Adm,Female,5
4531,MONACHE HIGH SCHOOL52513,MONACHE HIGH SCHOOL,Porterville,Tulare,App,Female,9
4532,MONACHE HIGH SCHOOL52513,MONACHE HIGH SCHOOL,Porterville,Tulare,Adm,All,6
4533,MONACHE HIGH SCHOOL52513,MONACHE HIGH SCHOOL,Porterville,Tulare,App,All,14
4534,MONTA VISTA HIGH SCHOOL53466,MONTA VISTA HIGH SCHOOL,Cupertino,Santa Clara,Enr,Male,25
4535,MONTA VISTA HIGH SCHOOL53466,MONTA VISTA HIGH SCHOOL,Cupertino,Santa Clara,Adm,Male,29
4536,MONTA VISTA HIGH SCHOOL53466,MONTA VISTA HIGH SCHOOL,Cupertino,Santa Clara,App,Male,180
4537,MONTA VISTA HIGH SCHOOL53466,MONTA VISTA HIGH SCHOOL,Cupertino,Santa Clara,Enr,Female,14
4538,MONTA VISTA HIGH SCHOOL53466,MONTA VISTA HIGH SCHOOL,Cupertino,Santa Clara,Adm,Female,24
4539,MONTA VISTA HIGH SCHOOL53466,MONTA VISTA HIGH SCHOOL,Cupertino,Santa Clara,App,Female,152
4540,MONTA VISTA HIGH SCHOOL53466,MONTA VISTA HIGH SCHOOL,Cupertino,Santa Clara,Enr,All,40
4541,MONTA VISTA HIGH SCHOOL53466,MONTA VISTA HIGH SCHOOL,Cupertino,Santa Clara,Adm,All,54
4542,MONTA VISTA HIGH SCHOOL53466,MONTA VISTA HIGH SCHOOL,Cupertino,Santa Clara,App,All,333
4543,MONTCLAIR HIGH SCHOOL310820,MONTCLAIR HIGH SCHOOL,Montclair,NJ,App,Male,10
4544,MONTCLAIR HIGH SCHOOL310820,MONTCLAIR HIGH SCHOOL,Montclair,NJ,App,Female,8
4545,MONTCLAIR HIGH SCHOOL310820,MONTCLAIR HIGH SCHOOL,Montclair,NJ,App,All,18
4546,MONTE VISTA CHRISTIAN HS53705,MONTE VISTA CHRISTIAN HS,Watsonville,Santa Cruz,App,Male,20
4547,MONTE VISTA CHRISTIAN HS53705,MONTE VISTA CHRISTIAN HS,Watsonville,Santa Cruz,App,Female,15
4548,MONTE VISTA CHRISTIAN HS53705,MONTE VISTA CHRISTIAN HS,Watsonville,Santa Cruz,App,All,36
4549,MONTE VISTA HIGH SCHOOL50727,MONTE VISTA HIGH SCHOOL,Danville,Contra Costa,Enr,Male,14
4550,MONTE VISTA HIGH SCHOOL50727,MONTE VISTA HIGH SCHOOL,Danville,Contra Costa,Adm,Male,21
4551,MONTE VISTA HIGH SCHOOL50727,MONTE VISTA HIGH SCHOOL,Danville,Contra Costa,App,Male,77
4552,MONTE VISTA HIGH SCHOOL50727,MONTE VISTA HIGH SCHOOL,Danville,Contra Costa,Enr,Female,11
4553,MONTE VISTA HIGH SCHOOL50727,MONTE VISTA HIGH SCHOOL,Danville,Contra Costa,Adm,Female,16
4554,MONTE VISTA HIGH SCHOOL50727,MONTE VISTA HIGH SCHOOL,Danville,Contra Costa,App,Female,62
4555,MONTE VISTA HIGH SCHOOL50727,MONTE VISTA HIGH SCHOOL,Danville,Contra Costa,Enr,All,25
4556,MONTE VISTA HIGH SCHOOL50727,MONTE VISTA HIGH SCHOOL,Danville,Contra Costa,Adm,All,37
4557,MONTE VISTA HIGH SCHOOL50727,MONTE VISTA HIGH SCHOOL,Danville,Contra Costa,App,All,139
4558,MONTE VISTA HIGH SCHOOL53416,MONTE VISTA HIGH SCHOOL,Spring Valley,San Diego,App,Male,6
4559,MONTE VISTA HIGH SCHOOL53416,MONTE VISTA HIGH SCHOOL,Spring Valley,San Diego,Adm,Female,3
4560,MONTE VISTA HIGH SCHOOL53416,MONTE VISTA HIGH SCHOOL,Spring Valley,San Diego,Adm,All,5
4561,MONTE VISTA HIGH SCHOOL53416,MONTE VISTA HIGH SCHOOL,Spring Valley,San Diego,App,All,10
