,Calculation1,School,City,County/State/ Territory,Count,Gender,Pivot Field Values
4105,MALIBU HIGH SCHOOL51896,MALIBU HIGH SCHOOL,Malibu,Los Angeles,Enr,All,3
4106,MALIBU HIGH SCHOOL51896,MALIBU HIGH SCHOOL,Malibu,Los Angeles,Adm,All,8
4107,MALIBU HIGH SCHOOL51896,MALIBU HIGH SCHOOL,Malibu,Los Angeles,App,All,43
4108,MALVERN COLLEGE724297,MALVERN COLLEGE,,,App,All,6
4109,MAMARONECK HIGH SCHOOL332995,MAMARONECK HIGH SCHOOL,Mamaroneck,NY,App,Male,5
4110,MAMARONECK HIGH SCHOOL332995,MAMARONECK HIGH SCHOOL,Mamaroneck,NY,App,All,9
4111,MAMMOTH HIGH SCHOOL51892,MAMMOTH HIGH SCHOOL,Mammoth Lakes,Mono,Adm,Female,3
4112,MAMMOTH HIGH SCHOOL51892,MAMMOTH HIGH SCHOOL,Mammoth Lakes,Mono,Adm,All,5
4113,MAMMOTH HIGH SCHOOL51892,MAMMOTH HIGH SCHOOL,Mammoth Lakes,Mono,App,All,8
4114,MANARAT AL RIYADH INTRNTL SCHL692131,MANARAT AL RIYADH INTRNTL SCHL,,,App,Male,6
4115,MANARAT AL RIYADH INTRNTL SCHL692131,MANARAT AL RIYADH INTRNTL SCHL,,,App,All,8
4116,MANHASSET HIGH SCHOOL333010,MANHASSET HIGH SCHOOL,Manhasset,NY,Adm,Male,3
4117,MANHASSET HIGH SCHOOL333010,MANHASSET HIGH SCHOOL,Manhasset,NY,App,Male,5
4118,MANHASSET HIGH SCHOOL333010,MANHASSET HIGH SCHOOL,Manhasset,NY,App,Female,6
4119,MANHASSET HIGH SCHOOL333010,MANHASSET HIGH SCHOOL,Manhasset,NY,Adm,All,4
4120,MANHASSET HIGH SCHOOL333010,MANHASSET HIGH SCHOOL,Manhasset,NY,App,All,11
4121,MANTECA HIGH SCHOOL51900,MANTECA HIGH SCHOOL,Manteca,San Joaquin,App,Male,7
4122,MANTECA HIGH SCHOOL51900,MANTECA HIGH SCHOOL,Manteca,San Joaquin,App,Female,5
4123,MANTECA HIGH SCHOOL51900,MANTECA HIGH SCHOOL,Manteca,San Joaquin,App,All,13
4124,MANUAL ARTS SENIOR HIGH SCHOOL51700,MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,Enr,Male,4
4125,MANUAL ARTS SENIOR HIGH SCHOOL51700,MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,Adm,Male,6
4126,MANUAL ARTS SENIOR HIGH SCHOOL51700,MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,App,Male,11
4127,MANUAL ARTS SENIOR HIGH SCHOOL51700,MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,Adm,Female,6
4128,MANUAL ARTS SENIOR HIGH SCHOOL51700,MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,App,Female,15
4129,MANUAL ARTS SENIOR HIGH SCHOOL51700,MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,Enr,All,5
4130,MANUAL ARTS SENIOR HIGH SCHOOL51700,MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,Adm,All,12
4131,MANUAL ARTS SENIOR HIGH SCHOOL51700,MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,App,All,26
4132,MARANATHA HIGH SCHOOL52686,MARANATHA HIGH SCHOOL,Pasadena,Los Angeles,App,Male,22
4133,MARANATHA HIGH SCHOOL52686,MARANATHA HIGH SCHOOL,Pasadena,Los Angeles,Adm,Female,3
4134,MARANATHA HIGH SCHOOL52686,MARANATHA HIGH SCHOOL,Pasadena,Los Angeles,App,Female,19
4135,MARANATHA HIGH SCHOOL52686,MARANATHA HIGH SCHOOL,Pasadena,Los Angeles,Adm,All,4
4136,MARANATHA HIGH SCHOOL52686,MARANATHA HIGH SCHOOL,Pasadena,Los Angeles,App,All,41
4137,MARC GARNEAU COLLEGIATE INST826131,MARC GARNEAU COLLEGIATE INST,,,App,All,5
4138,MARIA CARRILLO HIGH SCHOOL53386,MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,App,Male,20
4139,MARIA CARRILLO HIGH SCHOOL53386,MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,Adm,Female,7
4140,MARIA CARRILLO HIGH SCHOOL53386,MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,App,Female,21
4141,MARIA CARRILLO HIGH SCHOOL53386,MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,Enr,All,3
4142,MARIA CARRILLO HIGH SCHOOL53386,MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,Adm,All,9
4143,MARIA CARRILLO HIGH SCHOOL53386,MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,App,All,42
4144,MARIN CATHOLIC HIGH SCHOOL53215,MARIN CATHOLIC HIGH SCHOOL,Kentfield,Marin,Adm,Male,3
4145,MARIN CATHOLIC HIGH SCHOOL53215,MARIN CATHOLIC HIGH SCHOOL,Kentfield,Marin,App,Male,17
4146,MARIN CATHOLIC HIGH SCHOOL53215,MARIN CATHOLIC HIGH SCHOOL,Kentfield,Marin,Enr,Female,4
4147,MARIN CATHOLIC HIGH SCHOOL53215,MARIN CATHOLIC HIGH SCHOOL,Kentfield,Marin,Adm,Female,4
4148,MARIN CATHOLIC HIGH SCHOOL53215,MARIN CATHOLIC HIGH SCHOOL,Kentfield,Marin,App,Female,21
4149,MARIN CATHOLIC HIGH SCHOOL53215,MARIN CATHOLIC HIGH SCHOOL,Kentfield,Marin,Enr,All,6
4150,MARIN CATHOLIC HIGH SCHOOL53215,MARIN CATHOLIC HIGH SCHOOL,Kentfield,Marin,Adm,All,7
4151,MARIN CATHOLIC HIGH SCHOOL53215,MARIN CATHOLIC HIGH SCHOOL,Kentfield,Marin,App,All,38
4152,MARINA HIGH SCHOOL51221,MARINA HIGH SCHOOL,Huntington Beach,Orange,Enr,Male,5
4153,MARINA HIGH SCHOOL51221,MARINA HIGH SCHOOL,Huntington Beach,Orange,Adm,Male,5
4154,MARINA HIGH SCHOOL51221,MARINA HIGH SCHOOL,Huntington Beach,Orange,App,Male,29
4155,MARINA HIGH SCHOOL51221,MARINA HIGH SCHOOL,Huntington Beach,Orange,App,Female,29
4156,MARINA HIGH SCHOOL51221,MARINA HIGH SCHOOL,Huntington Beach,Orange,Enr,All,5
4157,MARINA HIGH SCHOOL51221,MARINA HIGH SCHOOL,Huntington Beach,Orange,Adm,All,7
4158,MARINA HIGH SCHOOL51221,MARINA HIGH SCHOOL,Huntington Beach,Orange,App,All,58
4159,MARINA HIGH SCHOOL51938,MARINA HIGH SCHOOL,Marina,Monterey,Adm,Female,4
4160,MARINA HIGH SCHOOL51938,MARINA HIGH SCHOOL,Marina,Monterey,App,Female,9
4161,MARINA HIGH SCHOOL51938,MARINA HIGH SCHOOL,Marina,Monterey,Adm,All,5
4162,MARINA HIGH SCHOOL51938,MARINA HIGH SCHOOL,Marina,Monterey,App,All,13
4163,MARJORY STONEMAN DOUGLAS HS101348,MARJORY STONEMAN DOUGLAS HS,Parkland,FL,App,Male,8
4164,MARJORY STONEMAN DOUGLAS HS101348,MARJORY STONEMAN DOUGLAS HS,Parkland,FL,Adm,Female,3
4165,MARJORY STONEMAN DOUGLAS HS101348,MARJORY STONEMAN DOUGLAS HS,Parkland,FL,App,Female,5
4166,MARJORY STONEMAN DOUGLAS HS101348,MARJORY STONEMAN DOUGLAS HS,Parkland,FL,Adm,All,4
4167,MARJORY STONEMAN DOUGLAS HS101348,MARJORY STONEMAN DOUGLAS HS,Parkland,FL,App,All,13
4168,MARK KEPPEL HIGH SCHOOL50055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,Enr,Male,3
4169,MARK KEPPEL HIGH SCHOOL50055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,Adm,Male,4
4170,MARK KEPPEL HIGH SCHOOL50055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,App,Male,56
4171,MARK KEPPEL HIGH SCHOOL50055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,Enr,Female,7
4172,MARK KEPPEL HIGH SCHOOL50055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,Adm,Female,10
4173,MARK KEPPEL HIGH SCHOOL50055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,App,Female,56
4174,MARK KEPPEL HIGH SCHOOL50055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,Enr,All,10
4175,MARK KEPPEL HIGH SCHOOL50055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,Adm,All,14
4176,MARK KEPPEL HIGH SCHOOL50055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,App,All,113
4177,MARLBORO HIGH SCHOOL310752,MARLBORO HIGH SCHOOL,Marlboro,NJ,App,Male,5
4178,MARLBORO HIGH SCHOOL310752,MARLBORO HIGH SCHOOL,Marlboro,NJ,App,All,6
4179,MARLBOROUGH HIGH SCHOOL221335,MARLBOROUGH HIGH SCHOOL,Marlborough,MA,App,All,5
4180,MARLBOROUGH SCHOOL51710,MARLBOROUGH SCHOOL,Los Angeles,Los Angeles,Enr,Female,3
4181,MARLBOROUGH SCHOOL51710,MARLBOROUGH SCHOOL,Los Angeles,Los Angeles,Adm,Female,12
4182,MARLBOROUGH SCHOOL51710,MARLBOROUGH SCHOOL,Los Angeles,Los Angeles,App,Female,38
4183,MARLBOROUGH SCHOOL51710,MARLBOROUGH SCHOOL,Los Angeles,Los Angeles,Enr,All,3
4184,MARLBOROUGH SCHOOL51710,MARLBOROUGH SCHOOL,Los Angeles,Los Angeles,Adm,All,13
4185,MARLBOROUGH SCHOOL51710,MARLBOROUGH SCHOOL,Los Angeles,Los Angeles,App,All,40
4186,MARQUETTE HIGH SCHOOL260591,MARQUETTE HIGH SCHOOL,Chesterfield,MO,App,Male,7
4187,MARQUETTE HIGH SCHOOL260591,MARQUETTE HIGH SCHOOL,Chesterfield,MO,Adm,Female,3
4188,MARQUETTE HIGH SCHOOL260591,MARQUETTE HIGH SCHOOL,Chesterfield,MO,App,Female,10
4189,MARQUETTE HIGH SCHOOL260591,MARQUETTE HIGH SCHOOL,Chesterfield,MO,Adm,All,5
4190,MARQUETTE HIGH SCHOOL260591,MARQUETTE HIGH SCHOOL,Chesterfield,MO,App,All,18
4191,MARRIOTTS RIDGE HIGH SCHOOL210745,MARRIOTTS RIDGE HIGH SCHOOL,Marriottsville,MD,App,Male,5
4192,MARRIOTTS RIDGE HIGH SCHOOL210745,MARRIOTTS RIDGE HIGH SCHOOL,Marriottsville,MD,App,Female,5
4193,MARRIOTTS RIDGE HIGH SCHOOL210745,MARRIOTTS RIDGE HIGH SCHOOL,Marriottsville,MD,App,All,10
4194,MARTIN COUNTY HIGH SCHOOL101635,MARTIN COUNTY HIGH SCHOOL,Stuart,FL,Adm,All,3
4195,MARTIN COUNTY HIGH SCHOOL101635,MARTIN COUNTY HIGH SCHOOL,Stuart,FL,App,All,7
4196,MARTIN LUTHER KING HIGH SCHOOL52567,MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,Enr,Male,4
4197,MARTIN LUTHER KING HIGH SCHOOL52567,MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,Adm,Male,7
4198,MARTIN LUTHER KING HIGH SCHOOL52567,MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,App,Male,34
4199,MARTIN LUTHER KING HIGH SCHOOL52567,MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,Adm,Female,4
4200,MARTIN LUTHER KING HIGH SCHOOL52567,MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,App,Female,31
4201,MARTIN LUTHER KING HIGH SCHOOL52567,MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,Enr,All,5
4202,MARTIN LUTHER KING HIGH SCHOOL52567,MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,Adm,All,11
4203,MARTIN LUTHER KING HIGH SCHOOL52567,MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,App,All,65
4204,MARYKNOLL HIGH SCHOOL120065,MARYKNOLL HIGH SCHOOL,Honolulu,HI,App,All,7
4205,MARYMOUNT HIGH SCHOOL51715,MARYMOUNT HIGH SCHOOL,Los Angeles,Los Angeles,Enr,Female,6
4206,MARYMOUNT HIGH SCHOOL51715,MARYMOUNT HIGH SCHOOL,Los Angeles,Los Angeles,Adm,Female,9
4207,MARYMOUNT HIGH SCHOOL51715,MARYMOUNT HIGH SCHOOL,Los Angeles,Los Angeles,App,Female,42
4208,MARYMOUNT HIGH SCHOOL51715,MARYMOUNT HIGH SCHOOL,Los Angeles,Los Angeles,Enr,All,6
4209,MARYMOUNT HIGH SCHOOL51715,MARYMOUNT HIGH SCHOOL,Los Angeles,Los Angeles,Adm,All,9
4210,MARYMOUNT HIGH SCHOOL51715,MARYMOUNT HIGH SCHOOL,Los Angeles,Los Angeles,App,All,42
4211,MARYSVILLE CHARTER ACAD ARTS52409,MARYSVILLE CHARTER ACAD ARTS,Marysville,Yuba,App,Female,5
4212,MARYSVILLE CHARTER ACAD ARTS52409,MARYSVILLE CHARTER ACAD ARTS,Marysville,Yuba,App,All,8
4213,MARYSVILLE HIGH SCHOOL51925,MARYSVILLE HIGH SCHOOL,Marysville,Yuba,App,All,5
4214,MASSACHUSETTS ACADEMY MATH/SCI222504,MASSACHUSETTS ACADEMY MATH/SCI,Worcester,MA,App,Male,10
4215,MASSACHUSETTS ACADEMY MATH/SCI222504,MASSACHUSETTS ACADEMY MATH/SCI,Worcester,MA,App,All,11
4216,MASSACHUSETTS990300,MASSACHUSETTS,,MA,App,All,6
4217,MAST ACADEMY101161,MAST ACADEMY,Miami,FL,App,Male,11
4218,MAST ACADEMY101161,MAST ACADEMY,Miami,FL,Adm,All,3
4219,MAST ACADEMY101161,MAST ACADEMY,Miami,FL,App,All,15
4220,MATER DEI HIGH SCHOOL53240,MATER DEI HIGH SCHOOL,Santa Ana,Orange,Enr,Male,3
4221,MATER DEI HIGH SCHOOL53240,MATER DEI HIGH SCHOOL,Santa Ana,Orange,Adm,Male,8
4222,MATER DEI HIGH SCHOOL53240,MATER DEI HIGH SCHOOL,Santa Ana,Orange,App,Male,56
4223,MATER DEI HIGH SCHOOL53240,MATER DEI HIGH SCHOOL,Santa Ana,Orange,Enr,Female,6
4224,MATER DEI HIGH SCHOOL53240,MATER DEI HIGH SCHOOL,Santa Ana,Orange,Adm,Female,11
4225,MATER DEI HIGH SCHOOL53240,MATER DEI HIGH SCHOOL,Santa Ana,Orange,App,Female,74
4226,MATER DEI HIGH SCHOOL53240,MATER DEI HIGH SCHOOL,Santa Ana,Orange,Enr,All,9
4227,MATER DEI HIGH SCHOOL53240,MATER DEI HIGH SCHOOL,Santa Ana,Orange,Adm,All,19
4228,MATER DEI HIGH SCHOOL53240,MATER DEI HIGH SCHOOL,Santa Ana,Orange,App,All,130
4229,MATH AND SCIENCE COLLEGE PREP54767,MATH AND SCIENCE COLLEGE PREP,Los Angeles,Los Angeles,App,Male,11
4230,MATH AND SCIENCE COLLEGE PREP54767,MATH AND SCIENCE COLLEGE PREP,Los Angeles,Los Angeles,Adm,Female,3
4231,MATH AND SCIENCE COLLEGE PREP54767,MATH AND SCIENCE COLLEGE PREP,Los Angeles,Los Angeles,App,Female,7
4232,MATH AND SCIENCE COLLEGE PREP54767,MATH AND SCIENCE COLLEGE PREP,Los Angeles,Los Angeles,Adm,All,3
4233,MATH AND SCIENCE COLLEGE PREP54767,MATH AND SCIENCE COLLEGE PREP,Los Angeles,Los Angeles,App,All,18
4234,MATH SCI TECH MAGNT ACD AT RHS54436,MATH SCI TECH MAGNT ACD AT RHS,Los Angeles,Los Angeles,App,Male,9
4235,MATH SCI TECH MAGNT ACD AT RHS54436,MATH SCI TECH MAGNT ACD AT RHS,Los Angeles,Los Angeles,Adm,Female,3
4236,MATH SCI TECH MAGNT ACD AT RHS54436,MATH SCI TECH MAGNT ACD AT RHS,Los Angeles,Los Angeles,App,Female,8
4237,MATH SCI TECH MAGNT ACD AT RHS54436,MATH SCI TECH MAGNT ACD AT RHS,Los Angeles,Los Angeles,Enr,All,3
4238,MATH SCI TECH MAGNT ACD AT RHS54436,MATH SCI TECH MAGNT ACD AT RHS,Los Angeles,Los Angeles,Adm,All,5
4239,MATH SCI TECH MAGNT ACD AT RHS54436,MATH SCI TECH MAGNT ACD AT RHS,Los Angeles,Los Angeles,App,All,17
4240,MAYBECK HIGH SCHOOL52218,MAYBECK HIGH SCHOOL,Berkeley,Alameda,Adm,All,3
4241,MAYBECK HIGH SCHOOL52218,MAYBECK HIGH SCHOOL,Berkeley,Alameda,App,All,7
4242,MAYFAIR HIGH SCHOOL51348,MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,Adm,Male,4
4243,MAYFAIR HIGH SCHOOL51348,MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,App,Male,13
4244,MAYFAIR HIGH SCHOOL51348,MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,App,Female,16
4245,MAYFAIR HIGH SCHOOL51348,MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,Enr,All,3
4246,MAYFAIR HIGH SCHOOL51348,MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,Adm,All,6
4247,MAYFAIR HIGH SCHOOL51348,MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,App,All,29
4248,MAYFIELD SENIOR SCHOOL52395,MAYFIELD SENIOR SCHOOL,Pasadena,Los Angeles,App,Female,21
4249,MAYFIELD SENIOR SCHOOL52395,MAYFIELD SENIOR SCHOOL,Pasadena,Los Angeles,App,All,22
4250,MAYWOOD CTR ENRICHED STUDIES50551,MAYWOOD CTR ENRICHED STUDIES,Maywood,Los Angeles,App,Male,5
4251,MAYWOOD CTR ENRICHED STUDIES50551,MAYWOOD CTR ENRICHED STUDIES,Maywood,Los Angeles,App,Female,5
4252,MAYWOOD CTR ENRICHED STUDIES50551,MAYWOOD CTR ENRICHED STUDIES,Maywood,Los Angeles,App,All,10
4253,MCCLYMONDS HIGH SCHOOL52220,MCCLYMONDS HIGH SCHOOL,Oakland,Alameda,App,Male,8
4254,MCCLYMONDS HIGH SCHOOL52220,MCCLYMONDS HIGH SCHOOL,Oakland,Alameda,Enr,Female,3
4255,MCCLYMONDS HIGH SCHOOL52220,MCCLYMONDS HIGH SCHOOL,Oakland,Alameda,Adm,Female,3
4256,MCCLYMONDS HIGH SCHOOL52220,MCCLYMONDS HIGH SCHOOL,Oakland,Alameda,App,Female,13
4257,MCCLYMONDS HIGH SCHOOL52220,MCCLYMONDS HIGH SCHOOL,Oakland,Alameda,Enr,All,4
4258,MCCLYMONDS HIGH SCHOOL52220,MCCLYMONDS HIGH SCHOOL,Oakland,Alameda,Adm,All,4
4259,MCCLYMONDS HIGH SCHOOL52220,MCCLYMONDS HIGH SCHOOL,Oakland,Alameda,App,All,21
4260,MCFARLAND HIGH SCHOOL51945,MCFARLAND HIGH SCHOOL,Mcfarland,Kern,Adm,Female,3
4261,MCFARLAND HIGH SCHOOL51945,MCFARLAND HIGH SCHOOL,Mcfarland,Kern,App,Female,7
4262,MCFARLAND HIGH SCHOOL51945,MCFARLAND HIGH SCHOOL,Mcfarland,Kern,Adm,All,4
4263,MCFARLAND HIGH SCHOOL51945,MCFARLAND HIGH SCHOOL,Mcfarland,Kern,App,All,8
4264,MCLANE HIGH SCHOOL50977,MCLANE HIGH SCHOOL,Fresno,Fresno,App,Female,5
4265,MCLANE HIGH SCHOOL50977,MCLANE HIGH SCHOOL,Fresno,Fresno,App,All,7
4266,MCNEIL HIGH SCHOOL440303,MCNEIL HIGH SCHOOL,Austin,TX,App,Male,6
4267,MCNEIL HIGH SCHOOL440303,MCNEIL HIGH SCHOOL,Austin,TX,App,Female,6
4268,MCNEIL HIGH SCHOOL440303,MCNEIL HIGH SCHOOL,Austin,TX,Adm,All,3
4269,MCNEIL HIGH SCHOOL440303,MCNEIL HIGH SCHOOL,Austin,TX,App,All,13
4270,MEADOWRIDGE SCHOOL821183,MEADOWRIDGE SCHOOL,,,App,Female,5
4271,MEADOWRIDGE SCHOOL821183,MEADOWRIDGE SCHOOL,,,App,All,6
4272,MEADOWS SCHOOL290116,MEADOWS SCHOOL,Las Vegas,NV,App,Male,8
4273,MEADOWS SCHOOL290116,MEADOWS SCHOOL,Las Vegas,NV,Adm,Female,4
4274,MEADOWS SCHOOL290116,MEADOWS SCHOOL,Las Vegas,NV,App,Female,7
4275,MEADOWS SCHOOL290116,MEADOWS SCHOOL,Las Vegas,NV,Adm,All,5
4276,MEADOWS SCHOOL290116,MEADOWS SCHOOL,Las Vegas,NV,App,All,15
4277,MEMORIAL SENIOR HIGH SCHOOL443402,MEMORIAL SENIOR HIGH SCHOOL,Houston,TX,App,Male,10
4278,MEMORIAL SENIOR HIGH SCHOOL443402,MEMORIAL SENIOR HIGH SCHOOL,Houston,TX,App,Female,14
4279,MEMORIAL SENIOR HIGH SCHOOL443402,MEMORIAL SENIOR HIGH SCHOOL,Houston,TX,App,All,24
4280,MENAUL SCHOOL320025,MENAUL SCHOOL,Albuquerque,NM,App,All,5
4281,MENLO ATHERTON HIGH SCHOOL50170,MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,Adm,Male,6
4282,MENLO ATHERTON HIGH SCHOOL50170,MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,App,Male,63
4283,MENLO ATHERTON HIGH SCHOOL50170,MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,Enr,Female,7
4284,MENLO ATHERTON HIGH SCHOOL50170,MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,Adm,Female,14
4285,MENLO ATHERTON HIGH SCHOOL50170,MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,App,Female,74
4286,MENLO ATHERTON HIGH SCHOOL50170,MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,Enr,All,9
4287,MENLO ATHERTON HIGH SCHOOL50170,MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,Adm,All,20
4288,MENLO ATHERTON HIGH SCHOOL50170,MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,App,All,137
4289,MENLO SCHOOL51960,MENLO SCHOOL,Atherton,San Mateo,Enr,Male,4
4290,MENLO SCHOOL51960,MENLO SCHOOL,Atherton,San Mateo,Adm,Male,7
4291,MENLO SCHOOL51960,MENLO SCHOOL,Atherton,San Mateo,App,Male,42
4292,MENLO SCHOOL51960,MENLO SCHOOL,Atherton,San Mateo,Adm,Female,6
4293,MENLO SCHOOL51960,MENLO SCHOOL,Atherton,San Mateo,App,Female,29
4294,MENLO SCHOOL51960,MENLO SCHOOL,Atherton,San Mateo,Enr,All,5
4295,MENLO SCHOOL51960,MENLO SCHOOL,Atherton,San Mateo,Adm,All,13
4296,MENLO SCHOOL51960,MENLO SCHOOL,Atherton,San Mateo,App,All,71
4297,MERCED HIGH SCHOOL51963,MERCED HIGH SCHOOL,Merced,Merced,App,Male,13
4298,MERCED HIGH SCHOOL51963,MERCED HIGH SCHOOL,Merced,Merced,App,Female,13
4299,MERCED HIGH SCHOOL51963,MERCED HIGH SCHOOL,Merced,Merced,Adm,All,4
4300,MERCED HIGH SCHOOL51963,MERCED HIGH SCHOOL,Merced,Merced,App,All,26
4301,MERCER ISLAND HIGH SCHOOL480698,MERCER ISLAND HIGH SCHOOL,Mercer Island,WA,Adm,Male,5
4302,MERCER ISLAND HIGH SCHOOL480698,MERCER ISLAND HIGH SCHOOL,Mercer Island,WA,App,Male,24
4303,MERCER ISLAND HIGH SCHOOL480698,MERCER ISLAND HIGH SCHOOL,Mercer Island,WA,App,Female,24
4304,MERCER ISLAND HIGH SCHOOL480698,MERCER ISLAND HIGH SCHOOL,Mercer Island,WA,Enr,All,3
4305,MERCER ISLAND HIGH SCHOOL480698,MERCER ISLAND HIGH SCHOOL,Mercer Island,WA,Adm,All,7
4306,MERCER ISLAND HIGH SCHOOL480698,MERCER ISLAND HIGH SCHOOL,Mercer Island,WA,App,All,48
4307,MERCY HIGH SCHOOL50415,MERCY HIGH SCHOOL,Burlingame,San Mateo,App,Female,13
4308,MERCY HIGH SCHOOL50415,MERCY HIGH SCHOOL,Burlingame,San Mateo,App,All,14
4309,MERCY HIGH SCHOOL52975,MERCY HIGH SCHOOL,San Francisco,San Francisco,Enr,Female,4
4310,MERCY HIGH SCHOOL52975,MERCY HIGH SCHOOL,San Francisco,San Francisco,Adm,Female,4
4311,MERCY HIGH SCHOOL52975,MERCY HIGH SCHOOL,San Francisco,San Francisco,App,Female,20
4312,MERCY HIGH SCHOOL52975,MERCY HIGH SCHOOL,San Francisco,San Francisco,Enr,All,4
4313,MERCY HIGH SCHOOL52975,MERCY HIGH SCHOOL,San Francisco,San Francisco,Adm,All,4
4314,MERCY HIGH SCHOOL52975,MERCY HIGH SCHOOL,San Francisco,San Francisco,App,All,20
4315,MERRILL F WEST HIGH SCHOOL53532,MERRILL F WEST HIGH SCHOOL,Tracy,San Joaquin,App,Male,19
4316,MERRILL F WEST HIGH SCHOOL53532,MERRILL F WEST HIGH SCHOOL,Tracy,San Joaquin,App,Female,15
4317,MERRILL F WEST HIGH SCHOOL53532,MERRILL F WEST HIGH SCHOOL,Tracy,San Joaquin,App,All,34
4318,METEA VALLEY HIGH SCHOOL140187,METEA VALLEY HIGH SCHOOL,Aurora,IL,Adm,Male,4
4319,METEA VALLEY HIGH SCHOOL140187,METEA VALLEY HIGH SCHOOL,Aurora,IL,App,Male,12
4320,METEA VALLEY HIGH SCHOOL140187,METEA VALLEY HIGH SCHOOL,Aurora,IL,App,Female,5
4321,METEA VALLEY HIGH SCHOOL140187,METEA VALLEY HIGH SCHOOL,Aurora,IL,Adm,All,7
4322,METEA VALLEY HIGH SCHOOL140187,METEA VALLEY HIGH SCHOOL,Aurora,IL,App,All,18
4323,METWEST HIGH SCHOOL53009,METWEST HIGH SCHOOL,Oakland,Alameda,App,Male,6
4324,METWEST HIGH SCHOOL53009,METWEST HIGH SCHOOL,Oakland,Alameda,App,Female,6
4325,METWEST HIGH SCHOOL53009,METWEST HIGH SCHOOL,Oakland,Alameda,App,All,12
4326,MIAMI PALMETTO SENIOR HS101623,MIAMI PALMETTO SENIOR HS,Miami,FL,App,Male,6
4327,MIAMI PALMETTO SENIOR HS101623,MIAMI PALMETTO SENIOR HS,Miami,FL,App,Female,5
4328,MIAMI PALMETTO SENIOR HS101623,MIAMI PALMETTO SENIOR HS,Miami,FL,App,All,11
4329,MID-PACIFIC INSTITUTE120075,MID-PACIFIC INSTITUTE,Honolulu,HI,App,Female,7
4330,MID-PACIFIC INSTITUTE120075,MID-PACIFIC INSTITUTE,Honolulu,HI,App,All,11
4331,MIDDLE COLLEGE HIGH SCHOOL52949,MIDDLE COLLEGE HIGH SCHOOL,San Bernardino,San Bernardino,App,Female,5
4332,MIDDLE COLLEGE HIGH SCHOOL52949,MIDDLE COLLEGE HIGH SCHOOL,San Bernardino,San Bernardino,App,All,8
4333,MIDDLE COLLEGE HIGH SCHOOL53204,MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,App,Male,9
4334,MIDDLE COLLEGE HIGH SCHOOL53204,MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,Enr,Female,5
