,Calculation1,School,City,County/State/ Territory,Count,Uad Uc Ethn 6 Cat,Pivot Field Values
3176,JOHN H PITMAN HIGH SCHOOL53644,JOHN H PITMAN HIGH SCHOOL,Turlock,Stanislaus,Adm,White,3
3177,JOHN H PITMAN HIGH SCHOOL53644,JOHN H PITMAN HIGH SCHOOL,Turlock,Stanislaus,App,White,13
3178,JOHN H PITMAN HIGH SCHOOL53644,JOHN H PITMAN HIGH SCHOOL,Turlock,Stanislaus,App,Asian,9
3179,JOHN H PITMAN HIGH SCHOOL53644,JOHN H PITMAN HIGH SCHOOL,Turlock,Stanislaus,App,Hispanic/ Latino,9
3180,JOHN H PITMAN HIGH SCHOOL53644,JOHN H PITMAN HIGH SCHOOL,Turlock,Stanislaus,Enr,All,3
3181,JOHN H PITMAN HIGH SCHOOL53644,JOHN H PITMAN HIGH SCHOOL,Turlock,Stanislaus,Adm,All,5
3182,JOHN H PITMAN HIGH SCHOOL53644,JOHN H PITMAN HIGH SCHOOL,Turlock,Stanislaus,App,All,35
3183,JOHN HENRY HIGH SCHOOL54856,JOHN HENRY HIGH SCHOOL,Richmond,Contra Costa,App,Hispanic/ Latino,13
3184,JOHN HENRY HIGH SCHOOL54856,JOHN HENRY HIGH SCHOOL,Richmond,Contra Costa,App,All,14
3185,JOHN MARSHALL FUNDAMENTAL SCH52388,JOHN MARSHALL FUNDAMENTAL SCH,Pasadena,Los Angeles,Adm,White,3
3186,JOHN MARSHALL FUNDAMENTAL SCH52388,JOHN MARSHALL FUNDAMENTAL SCH,Pasadena,Los Angeles,App,White,11
3187,JOHN MARSHALL FUNDAMENTAL SCH52388,JOHN MARSHALL FUNDAMENTAL SCH,Pasadena,Los Angeles,App,Asian,5
3188,JOHN MARSHALL FUNDAMENTAL SCH52388,JOHN MARSHALL FUNDAMENTAL SCH,Pasadena,Los Angeles,App,Hispanic/ Latino,11
3189,JOHN MARSHALL FUNDAMENTAL SCH52388,JOHN MARSHALL FUNDAMENTAL SCH,Pasadena,Los Angeles,App,African American,5
3190,JOHN MARSHALL FUNDAMENTAL SCH52388,JOHN MARSHALL FUNDAMENTAL SCH,Pasadena,Los Angeles,Enr,All,4
3191,JOHN MARSHALL FUNDAMENTAL SCH52388,JOHN MARSHALL FUNDAMENTAL SCH,Pasadena,Los Angeles,Adm,All,8
3192,JOHN MARSHALL FUNDAMENTAL SCH52388,JOHN MARSHALL FUNDAMENTAL SCH,Pasadena,Los Angeles,App,All,32
3193,JOHN MARSHALL HIGH SCHOOL51650,JOHN MARSHALL HIGH SCHOOL,Los Angeles,Los Angeles,Enr,White,4
3194,JOHN MARSHALL HIGH SCHOOL51650,JOHN MARSHALL HIGH SCHOOL,Los Angeles,Los Angeles,Adm,White,6
3195,JOHN MARSHALL HIGH SCHOOL51650,JOHN MARSHALL HIGH SCHOOL,Los Angeles,Los Angeles,App,White,20
3196,JOHN MARSHALL HIGH SCHOOL51650,JOHN MARSHALL HIGH SCHOOL,Los Angeles,Los Angeles,Enr,Asian,5
3197,JOHN MARSHALL HIGH SCHOOL51650,JOHN MARSHALL HIGH SCHOOL,Los Angeles,Los Angeles,Adm,Asian,5
3198,JOHN MARSHALL HIGH SCHOOL51650,JOHN MARSHALL HIGH SCHOOL,Los Angeles,Los Angeles,App,Asian,32
3199,JOHN MARSHALL HIGH SCHOOL51650,JOHN MARSHALL HIGH SCHOOL,Los Angeles,Los Angeles,Enr,Hispanic/ Latino,3
3200,JOHN MARSHALL HIGH SCHOOL51650,JOHN MARSHALL HIGH SCHOOL,Los Angeles,Los Angeles,Adm,Hispanic/ Latino,5
3201,JOHN MARSHALL HIGH SCHOOL51650,JOHN MARSHALL HIGH SCHOOL,Los Angeles,Los Angeles,App,Hispanic/ Latino,30
3202,JOHN MARSHALL HIGH SCHOOL51650,JOHN MARSHALL HIGH SCHOOL,Los Angeles,Los Angeles,Enr,All,12
3203,JOHN MARSHALL HIGH SCHOOL51650,JOHN MARSHALL HIGH SCHOOL,Los Angeles,Los Angeles,Adm,All,17
3204,JOHN MARSHALL HIGH SCHOOL51650,JOHN MARSHALL HIGH SCHOOL,Los Angeles,Los Angeles,App,All,88
3205,JOHN O'CONNELL HIGH SCHOOL52960,JOHN O'CONNELL HIGH SCHOOL,San Francisco,San Francisco,App,All,8
3206,JOHN P STEVENS HIGH SCHOOL310787,JOHN P STEVENS HIGH SCHOOL,Edison,NJ,App,Domestic Unknown,5
3207,JOHN P STEVENS HIGH SCHOOL310787,JOHN P STEVENS HIGH SCHOOL,Edison,NJ,App,Asian,42
3208,JOHN P STEVENS HIGH SCHOOL310787,JOHN P STEVENS HIGH SCHOOL,Edison,NJ,Enr,All,3
3209,JOHN P STEVENS HIGH SCHOOL310787,JOHN P STEVENS HIGH SCHOOL,Edison,NJ,Adm,All,9
3210,JOHN P STEVENS HIGH SCHOOL310787,JOHN P STEVENS HIGH SCHOOL,Edison,NJ,App,All,52
3211,JOHN PAUL II HIGH SCHOOL445578,JOHN PAUL II HIGH SCHOOL,Plano,TX,App,All,7
3212,JOHN SWETT HIGH SCHOOL50710,JOHN SWETT HIGH SCHOOL,Crockett,Contra Costa,App,Asian,6
3213,JOHN SWETT HIGH SCHOOL50710,JOHN SWETT HIGH SCHOOL,Crockett,Contra Costa,App,Hispanic/ Latino,7
3214,JOHN SWETT HIGH SCHOOL50710,JOHN SWETT HIGH SCHOOL,Crockett,Contra Costa,App,All,14
3215,JOHN W NORTH HIGH SCHOOL52661,JOHN W NORTH HIGH SCHOOL,Riverside,Riverside,Adm,Asian,3
3216,JOHN W NORTH HIGH SCHOOL52661,JOHN W NORTH HIGH SCHOOL,Riverside,Riverside,App,Asian,9
3217,JOHN W NORTH HIGH SCHOOL52661,JOHN W NORTH HIGH SCHOOL,Riverside,Riverside,App,Hispanic/ Latino,16
3218,JOHN W NORTH HIGH SCHOOL52661,JOHN W NORTH HIGH SCHOOL,Riverside,Riverside,Enr,All,3
3219,JOHN W NORTH HIGH SCHOOL52661,JOHN W NORTH HIGH SCHOOL,Riverside,Riverside,Adm,All,7
3220,JOHN W NORTH HIGH SCHOOL52661,JOHN W NORTH HIGH SCHOOL,Riverside,Riverside,App,All,32
3221,JOHNS CREEK HIGH SCHOOL111866,JOHNS CREEK HIGH SCHOOL,Johns Creek,GA,App,White,5
3222,JOHNS CREEK HIGH SCHOOL111866,JOHNS CREEK HIGH SCHOOL,Johns Creek,GA,Adm,Asian,3
3223,JOHNS CREEK HIGH SCHOOL111866,JOHNS CREEK HIGH SCHOOL,Johns Creek,GA,App,Asian,9
3224,JOHNS CREEK HIGH SCHOOL111866,JOHNS CREEK HIGH SCHOOL,Johns Creek,GA,Adm,All,4
3225,JOHNS CREEK HIGH SCHOOL111866,JOHNS CREEK HIGH SCHOOL,Johns Creek,GA,App,All,18
3226,JOSEPH A GREGORI HIGH SCHOOL52031,JOSEPH A GREGORI HIGH SCHOOL,Modesto,Stanislaus,App,White,6
3227,JOSEPH A GREGORI HIGH SCHOOL52031,JOSEPH A GREGORI HIGH SCHOOL,Modesto,Stanislaus,Adm,Asian,4
3228,JOSEPH A GREGORI HIGH SCHOOL52031,JOSEPH A GREGORI HIGH SCHOOL,Modesto,Stanislaus,App,Asian,10
3229,JOSEPH A GREGORI HIGH SCHOOL52031,JOSEPH A GREGORI HIGH SCHOOL,Modesto,Stanislaus,App,Hispanic/ Latino,16
3230,JOSEPH A GREGORI HIGH SCHOOL52031,JOSEPH A GREGORI HIGH SCHOOL,Modesto,Stanislaus,Enr,All,3
3231,JOSEPH A GREGORI HIGH SCHOOL52031,JOSEPH A GREGORI HIGH SCHOOL,Modesto,Stanislaus,Adm,All,7
3232,JOSEPH A GREGORI HIGH SCHOOL52031,JOSEPH A GREGORI HIGH SCHOOL,Modesto,Stanislaus,App,All,36
3233,JSERRA CATHOLIC HIGH SCHOOL53197,JSERRA CATHOLIC HIGH SCHOOL,San Juan Capistrano,Orange,App,Inter- national,11
3234,JSERRA CATHOLIC HIGH SCHOOL53197,JSERRA CATHOLIC HIGH SCHOOL,San Juan Capistrano,Orange,Enr,White,3
3235,JSERRA CATHOLIC HIGH SCHOOL53197,JSERRA CATHOLIC HIGH SCHOOL,San Juan Capistrano,Orange,Adm,White,5
3236,JSERRA CATHOLIC HIGH SCHOOL53197,JSERRA CATHOLIC HIGH SCHOOL,San Juan Capistrano,Orange,App,White,14
3237,JSERRA CATHOLIC HIGH SCHOOL53197,JSERRA CATHOLIC HIGH SCHOOL,San Juan Capistrano,Orange,App,Asian,9
3238,JSERRA CATHOLIC HIGH SCHOOL53197,JSERRA CATHOLIC HIGH SCHOOL,San Juan Capistrano,Orange,App,Hispanic/ Latino,7
3239,JSERRA CATHOLIC HIGH SCHOOL53197,JSERRA CATHOLIC HIGH SCHOOL,San Juan Capistrano,Orange,Enr,All,4
3240,JSERRA CATHOLIC HIGH SCHOOL53197,JSERRA CATHOLIC HIGH SCHOOL,San Juan Capistrano,Orange,Adm,All,6
3241,JSERRA CATHOLIC HIGH SCHOOL53197,JSERRA CATHOLIC HIGH SCHOOL,San Juan Capistrano,Orange,App,All,45
3242,JUAN RODRIGUEZ CABRILLO HS51504,JUAN RODRIGUEZ CABRILLO HS,Long Beach,Los Angeles,App,Asian,8
3243,JUAN RODRIGUEZ CABRILLO HS51504,JUAN RODRIGUEZ CABRILLO HS,Long Beach,Los Angeles,App,Hispanic/ Latino,14
3244,JUAN RODRIGUEZ CABRILLO HS51504,JUAN RODRIGUEZ CABRILLO HS,Long Beach,Los Angeles,App,African American,5
3245,JUAN RODRIGUEZ CABRILLO HS51504,JUAN RODRIGUEZ CABRILLO HS,Long Beach,Los Angeles,App,All,28
3246,JUMEIRAH ENGLISH SPEAKING SCHL697211,JUMEIRAH ENGLISH SPEAKING SCHL,,,App,Inter- national,8
3247,JUMEIRAH ENGLISH SPEAKING SCHL697211,JUMEIRAH ENGLISH SPEAKING SCHL,,,App,All,11
3248,JUNE JORDAN SCHOOL FOR EQUITY53884,JUNE JORDAN SCHOOL FOR EQUITY,San Francisco,San Francisco,App,Hispanic/ Latino,8
3249,JUNE JORDAN SCHOOL FOR EQUITY53884,JUNE JORDAN SCHOOL FOR EQUITY,San Francisco,San Francisco,App,All,10
3250,JUNIPERO SERRA HIGH SCHOOL51025,JUNIPERO SERRA HIGH SCHOOL,Gardena,Los Angeles,App,African American,10
3251,JUNIPERO SERRA HIGH SCHOOL51025,JUNIPERO SERRA HIGH SCHOOL,Gardena,Los Angeles,App,All,15
3252,JUNIPERO SERRA HIGH SCHOOL53180,JUNIPERO SERRA HIGH SCHOOL,San Mateo,San Mateo,App,Domestic Unknown,5
3253,JUNIPERO SERRA HIGH SCHOOL53180,JUNIPERO SERRA HIGH SCHOOL,San Mateo,San Mateo,App,White,23
3254,JUNIPERO SERRA HIGH SCHOOL53180,JUNIPERO SERRA HIGH SCHOOL,San Mateo,San Mateo,App,Asian,11
3255,JUNIPERO SERRA HIGH SCHOOL53180,JUNIPERO SERRA HIGH SCHOOL,San Mateo,San Mateo,Enr,All,4
3256,JUNIPERO SERRA HIGH SCHOOL53180,JUNIPERO SERRA HIGH SCHOOL,San Mateo,San Mateo,Adm,All,5
3257,JUNIPERO SERRA HIGH SCHOOL53180,JUNIPERO SERRA HIGH SCHOOL,San Mateo,San Mateo,App,All,44
3258,JURUPA VALLEY HIGH SCHOOL51989,JURUPA VALLEY HIGH SCHOOL,Mira Loma,Riverside,Adm,Hispanic/ Latino,3
3259,JURUPA VALLEY HIGH SCHOOL51989,JURUPA VALLEY HIGH SCHOOL,Mira Loma,Riverside,App,Hispanic/ Latino,14
3260,JURUPA VALLEY HIGH SCHOOL51989,JURUPA VALLEY HIGH SCHOOL,Mira Loma,Riverside,Adm,All,4
3261,JURUPA VALLEY HIGH SCHOOL51989,JURUPA VALLEY HIGH SCHOOL,Mira Loma,Riverside,App,All,18
3262,JUSTIN SIENA HIGH SCHOOL52082,JUSTIN SIENA HIGH SCHOOL,Napa,Napa,App,White,12
3263,JUSTIN SIENA HIGH SCHOOL52082,JUSTIN SIENA HIGH SCHOOL,Napa,Napa,App,Asian,8
3264,JUSTIN SIENA HIGH SCHOOL52082,JUSTIN SIENA HIGH SCHOOL,Napa,Napa,Adm,All,4
3265,JUSTIN SIENA HIGH SCHOOL52082,JUSTIN SIENA HIGH SCHOOL,Napa,Napa,App,All,25
3266,KAMIAK HIGH SCHOOL480758,KAMIAK HIGH SCHOOL,Mukilteo,WA,Adm,Asian,3
3267,KAMIAK HIGH SCHOOL480758,KAMIAK HIGH SCHOOL,Mukilteo,WA,App,Asian,14
3268,KAMIAK HIGH SCHOOL480758,KAMIAK HIGH SCHOOL,Mukilteo,WA,Adm,All,4
3269,KAMIAK HIGH SCHOOL480758,KAMIAK HIGH SCHOOL,Mukilteo,WA,App,All,19
3270,KANG CHIAO BILINGUAL SCHOOL694291,KANG CHIAO BILINGUAL SCHOOL,,,Enr,Inter- national,4
3271,KANG CHIAO BILINGUAL SCHOOL694291,KANG CHIAO BILINGUAL SCHOOL,,,Adm,Inter- national,7
3272,KANG CHIAO BILINGUAL SCHOOL694291,KANG CHIAO BILINGUAL SCHOOL,,,App,Inter- national,41
3273,KANG CHIAO BILINGUAL SCHOOL694291,KANG CHIAO BILINGUAL SCHOOL,,,App,Asian,7
3274,KANG CHIAO BILINGUAL SCHOOL694291,KANG CHIAO BILINGUAL SCHOOL,,,Enr,All,5
3275,KANG CHIAO BILINGUAL SCHOOL694291,KANG CHIAO BILINGUAL SCHOOL,,,Adm,All,8
3276,KANG CHIAO BILINGUAL SCHOOL694291,KANG CHIAO BILINGUAL SCHOOL,,,App,All,48
3277,KANG CHIAO SCHOOL KUNSHAN694587,KANG CHIAO SCHOOL KUNSHAN,,,App,Inter- national,23
3278,KANG CHIAO SCHOOL KUNSHAN694587,KANG CHIAO SCHOOL KUNSHAN,,,App,All,24
3279,KAOHSIUNG AMERICAN SCHOOL694251,KAOHSIUNG AMERICAN SCHOOL,,,App,Inter- national,11
3280,KAOHSIUNG AMERICAN SCHOOL694251,KAOHSIUNG AMERICAN SCHOOL,,,App,Asian,8
3281,KAOHSIUNG AMERICAN SCHOOL694251,KAOHSIUNG AMERICAN SCHOOL,,,Adm,All,4
3282,KAOHSIUNG AMERICAN SCHOOL694251,KAOHSIUNG AMERICAN SCHOOL,,,App,All,20
3283,KEARNY COLLEGE CONNECTIONS53893,KEARNY COLLEGE CONNECTIONS,San Diego,San Diego,Adm,All,3
3284,KEARNY COLLEGE CONNECTIONS53893,KEARNY COLLEGE CONNECTIONS,San Diego,San Diego,App,All,5
3285,KEHILLAH JEWISH HIGH SCHOOL53173,KEHILLAH JEWISH HIGH SCHOOL,Palo Alto,Santa Clara,App,White,13
3286,KEHILLAH JEWISH HIGH SCHOOL53173,KEHILLAH JEWISH HIGH SCHOOL,Palo Alto,Santa Clara,App,All,18
3287,KENT SCHOOL70330,KENT SCHOOL,Kent,CT,App,Inter- national,22
3288,KENT SCHOOL70330,KENT SCHOOL,Kent,CT,App,White,5
3289,KENT SCHOOL70330,KENT SCHOOL,Kent,CT,App,Asian,9
3290,KENT SCHOOL70330,KENT SCHOOL,Kent,CT,Enr,All,3
3291,KENT SCHOOL70330,KENT SCHOOL,Kent,CT,Adm,All,5
3292,KENT SCHOOL70330,KENT SCHOOL,Kent,CT,App,All,39
3293,KENTWOOD SENIOR HIGH SCHOOL480539,KENTWOOD SENIOR HIGH SCHOOL,Covington,WA,App,All,9
3294,KEYSTONE ACADEMY694627,KEYSTONE ACADEMY,,,App,Inter- national,6
3295,KEYSTONE ACADEMY694627,KEYSTONE ACADEMY,,,App,All,7
3296,KING CHAVEZ COMMUNITY HIGH SCH54507,KING CHAVEZ COMMUNITY HIGH SCH,San Diego,San Diego,App,All,7
3297,KING DREW MAGNET HS MED/SCI51672,KING DREW MAGNET HS MED/SCI,Los Angeles,Los Angeles,Adm,Hispanic/ Latino,7
3298,KING DREW MAGNET HS MED/SCI51672,KING DREW MAGNET HS MED/SCI,Los Angeles,Los Angeles,App,Hispanic/ Latino,32
3299,KING DREW MAGNET HS MED/SCI51672,KING DREW MAGNET HS MED/SCI,Los Angeles,Los Angeles,Adm,African American,3
3300,KING DREW MAGNET HS MED/SCI51672,KING DREW MAGNET HS MED/SCI,Los Angeles,Los Angeles,App,African American,19
3301,KING DREW MAGNET HS MED/SCI51672,KING DREW MAGNET HS MED/SCI,Los Angeles,Los Angeles,Adm,All,10
3302,KING DREW MAGNET HS MED/SCI51672,KING DREW MAGNET HS MED/SCI,Los Angeles,Los Angeles,App,All,53
3303,KING GEORGE V SCHOOL670530,KING GEORGE V SCHOOL,,,App,Inter- national,19
3304,KING GEORGE V SCHOOL670530,KING GEORGE V SCHOOL,,,App,Asian,6
3305,KING GEORGE V SCHOOL670530,KING GEORGE V SCHOOL,,,App,All,26
3306,KIPP KING COLLEGIATE HIGH SCH54231,KIPP KING COLLEGIATE HIGH SCH,San Lorenzo,Alameda,App,Asian,18
3307,KIPP KING COLLEGIATE HIGH SCH54231,KIPP KING COLLEGIATE HIGH SCH,San Lorenzo,Alameda,App,Hispanic/ Latino,8
3308,KIPP KING COLLEGIATE HIGH SCH54231,KIPP KING COLLEGIATE HIGH SCH,San Lorenzo,Alameda,App,All,33
3309,KIPP SAN FRANCISCO COLG PREP54816,KIPP SAN FRANCISCO COLG PREP,San Francisco,San Francisco,App,Hispanic/ Latino,6
3310,KIPP SAN FRANCISCO COLG PREP54816,KIPP SAN FRANCISCO COLG PREP,San Francisco,San Francisco,Adm,All,3
3311,KIPP SAN FRANCISCO COLG PREP54816,KIPP SAN FRANCISCO COLG PREP,San Francisco,San Francisco,App,All,9
3312,KLEIN OAK HIGH SCHOOL446691,KLEIN OAK HIGH SCHOOL,Spring,TX,App,All,9
3313,KOLEJ YAYASAN UEM686302,KOLEJ YAYASAN UEM,,,Adm,All,3
3314,KOLEJ YAYASAN UEM686302,KOLEJ YAYASAN UEM,,,App,All,17
3315,KOREA CHRISTIAN INTRNTL SCHOOL682370,KOREA CHRISTIAN INTRNTL SCHOOL,,,App,All,7
3316,KOREA INTERNATIONAL SCHL JEJU682003,KOREA INTERNATIONAL SCHL JEJU,,,Adm,Inter- national,5
3317,KOREA INTERNATIONAL SCHL JEJU682003,KOREA INTERNATIONAL SCHL JEJU,,,App,Inter- national,28
3318,KOREA INTERNATIONAL SCHL JEJU682003,KOREA INTERNATIONAL SCHL JEJU,,,Adm,All,7
3319,KOREA INTERNATIONAL SCHL JEJU682003,KOREA INTERNATIONAL SCHL JEJU,,,App,All,30
3320,KOREA INTERNATIONAL SCHOOL682376,KOREA INTERNATIONAL SCHOOL,,,Enr,Inter- national,3
3321,KOREA INTERNATIONAL SCHOOL682376,KOREA INTERNATIONAL SCHOOL,,,Adm,Inter- national,10
3322,KOREA INTERNATIONAL SCHOOL682376,KOREA INTERNATIONAL SCHOOL,,,App,Inter- national,50
3323,KOREA INTERNATIONAL SCHOOL682376,KOREA INTERNATIONAL SCHOOL,,,Enr,Asian,3
3324,KOREA INTERNATIONAL SCHOOL682376,KOREA INTERNATIONAL SCHOOL,,,Adm,Asian,10
3325,KOREA INTERNATIONAL SCHOOL682376,KOREA INTERNATIONAL SCHOOL,,,App,Asian,31
3326,KOREA INTERNATIONAL SCHOOL682376,KOREA INTERNATIONAL SCHOOL,,,Enr,All,6
3327,KOREA INTERNATIONAL SCHOOL682376,KOREA INTERNATIONAL SCHOOL,,,Adm,All,20
3328,KOREA INTERNATIONAL SCHOOL682376,KOREA INTERNATIONAL SCHOOL,,,App,All,81
3329,KOREAN MINJOK LEADERSHIP ACAD682010,KOREAN MINJOK LEADERSHIP ACAD,,,Adm,Inter- national,6
3330,KOREAN MINJOK LEADERSHIP ACAD682010,KOREAN MINJOK LEADERSHIP ACAD,,,App,Inter- national,10
3331,KOREAN MINJOK LEADERSHIP ACAD682010,KOREAN MINJOK LEADERSHIP ACAD,,,Adm,All,8
3332,KOREAN MINJOK LEADERSHIP ACAD682010,KOREAN MINJOK LEADERSHIP ACAD,,,App,All,13
3333,KRISTIN SCHOOL703070,KRISTIN SCHOOL,,,App,Inter- national,15
3334,KRISTIN SCHOOL703070,KRISTIN SCHOOL,,,Adm,All,4
3335,KRISTIN SCHOOL703070,KRISTIN SCHOOL,,,App,All,16
3336,L C ANDERSON HIGH SCHOOL440294,L C ANDERSON HIGH SCHOOL,Austin,TX,App,White,8
3337,L C ANDERSON HIGH SCHOOL440294,L C ANDERSON HIGH SCHOOL,Austin,TX,App,All,14
3338,LA CANADA HIGH SCHOOL51312,LA CANADA HIGH SCHOOL,La Canada,Los Angeles,Enr,White,4
3339,LA CANADA HIGH SCHOOL51312,LA CANADA HIGH SCHOOL,La Canada,Los Angeles,Adm,White,6
3340,LA CANADA HIGH SCHOOL51312,LA CANADA HIGH SCHOOL,La Canada,Los Angeles,App,White,39
3341,LA CANADA HIGH SCHOOL51312,LA CANADA HIGH SCHOOL,La Canada,Los Angeles,Enr,Asian,8
3342,LA CANADA HIGH SCHOOL51312,LA CANADA HIGH SCHOOL,La Canada,Los Angeles,Adm,Asian,18
3343,LA CANADA HIGH SCHOOL51312,LA CANADA HIGH SCHOOL,La Canada,Los Angeles,App,Asian,61
3344,LA CANADA HIGH SCHOOL51312,LA CANADA HIGH SCHOOL,La Canada,Los Angeles,Adm,Hispanic/ Latino,3
3345,LA CANADA HIGH SCHOOL51312,LA CANADA HIGH SCHOOL,La Canada,Los Angeles,App,Hispanic/ Latino,14
3346,LA CANADA HIGH SCHOOL51312,LA CANADA HIGH SCHOOL,La Canada,Los Angeles,Enr,All,13
3347,LA CANADA HIGH SCHOOL51312,LA CANADA HIGH SCHOOL,La Canada,Los Angeles,Adm,All,28
3348,LA CANADA HIGH SCHOOL51312,LA CANADA HIGH SCHOOL,La Canada,Los Angeles,App,All,121
3349,LA CENTER ENRICHED STUDIES51561,LA CENTER ENRICHED STUDIES,Los Angeles,Los Angeles,Adm,White,10
3350,LA CENTER ENRICHED STUDIES51561,LA CENTER ENRICHED STUDIES,Los Angeles,Los Angeles,App,White,24
3351,LA CENTER ENRICHED STUDIES51561,LA CENTER ENRICHED STUDIES,Los Angeles,Los Angeles,Enr,Asian,7
3352,LA CENTER ENRICHED STUDIES51561,LA CENTER ENRICHED STUDIES,Los Angeles,Los Angeles,Adm,Asian,12
3353,LA CENTER ENRICHED STUDIES51561,LA CENTER ENRICHED STUDIES,Los Angeles,Los Angeles,App,Asian,31
3354,LA CENTER ENRICHED STUDIES51561,LA CENTER ENRICHED STUDIES,Los Angeles,Los Angeles,App,Hispanic/ Latino,7
3355,LA CENTER ENRICHED STUDIES51561,LA CENTER ENRICHED STUDIES,Los Angeles,Los Angeles,App,African American,8
3356,LA CENTER ENRICHED STUDIES51561,LA CENTER ENRICHED STUDIES,Los Angeles,Los Angeles,Enr,All,10
3357,LA CENTER ENRICHED STUDIES51561,LA CENTER ENRICHED STUDIES,Los Angeles,Los Angeles,Adm,All,24
3358,LA CENTER ENRICHED STUDIES51561,LA CENTER ENRICHED STUDIES,Los Angeles,Los Angeles,App,All,70
3359,LA COSTA CANYON HIGH SCHOOL50858,LA COSTA CANYON HIGH SCHOOL,Carlsbad,San Diego,Enr,White,9
3360,LA COSTA CANYON HIGH SCHOOL50858,LA COSTA CANYON HIGH SCHOOL,Carlsbad,San Diego,Adm,White,11
3361,LA COSTA CANYON HIGH SCHOOL50858,LA COSTA CANYON HIGH SCHOOL,Carlsbad,San Diego,App,White,41
3362,LA COSTA CANYON HIGH SCHOOL50858,LA COSTA CANYON HIGH SCHOOL,Carlsbad,San Diego,App,Asian,11
3363,LA COSTA CANYON HIGH SCHOOL50858,LA COSTA CANYON HIGH SCHOOL,Carlsbad,San Diego,Adm,Hispanic/ Latino,3
3364,LA COSTA CANYON HIGH SCHOOL50858,LA COSTA CANYON HIGH SCHOOL,Carlsbad,San Diego,App,Hispanic/ Latino,14
3365,LA COSTA CANYON HIGH SCHOOL50858,LA COSTA CANYON HIGH SCHOOL,Carlsbad,San Diego,Enr,All,11
3366,LA COSTA CANYON HIGH SCHOOL50858,LA COSTA CANYON HIGH SCHOOL,Carlsbad,San Diego,Adm,All,16
3367,LA COSTA CANYON HIGH SCHOOL50858,LA COSTA CANYON HIGH SCHOOL,Carlsbad,San Diego,App,All,70
3368,LA CUEVA HIGH SCHOOL320038,LA CUEVA HIGH SCHOOL,Albuquerque,NM,App,White,5
3369,LA CUEVA HIGH SCHOOL320038,LA CUEVA HIGH SCHOOL,Albuquerque,NM,Adm,Asian,3
3370,LA CUEVA HIGH SCHOOL320038,LA CUEVA HIGH SCHOOL,Albuquerque,NM,App,Asian,10
3371,LA CUEVA HIGH SCHOOL320038,LA CUEVA HIGH SCHOOL,Albuquerque,NM,Adm,All,5
3372,LA CUEVA HIGH SCHOOL320038,LA CUEVA HIGH SCHOOL,Albuquerque,NM,App,All,20
3373,LA HABRA HIGH SCHOOL51325,LA HABRA HIGH SCHOOL,La Habra,Orange,App,White,5
3374,LA HABRA HIGH SCHOOL51325,LA HABRA HIGH SCHOOL,La Habra,Orange,Adm,Hispanic/ Latino,4
3375,LA HABRA HIGH SCHOOL51325,LA HABRA HIGH SCHOOL,La Habra,Orange,App,Hispanic/ Latino,14
3376,LA HABRA HIGH SCHOOL51325,LA HABRA HIGH SCHOOL,La Habra,Orange,Enr,All,3
3377,LA HABRA HIGH SCHOOL51325,LA HABRA HIGH SCHOOL,La Habra,Orange,Adm,All,6
3378,LA HABRA HIGH SCHOOL51325,LA HABRA HIGH SCHOOL,La Habra,Orange,App,All,22
3379,LA JOLLA COUNTRY DAY SCHOOL51333,LA JOLLA COUNTRY DAY SCHOOL,La Jolla,San Diego,App,White,13
3380,LA JOLLA COUNTRY DAY SCHOOL51333,LA JOLLA COUNTRY DAY SCHOOL,La Jolla,San Diego,Adm,Asian,6
3381,LA JOLLA COUNTRY DAY SCHOOL51333,LA JOLLA COUNTRY DAY SCHOOL,La Jolla,San Diego,App,Asian,17
3382,LA JOLLA COUNTRY DAY SCHOOL51333,LA JOLLA COUNTRY DAY SCHOOL,La Jolla,San Diego,App,Hispanic/ Latino,8
3383,LA JOLLA COUNTRY DAY SCHOOL51333,LA JOLLA COUNTRY DAY SCHOOL,La Jolla,San Diego,Enr,All,3
3384,LA JOLLA COUNTRY DAY SCHOOL51333,LA JOLLA COUNTRY DAY SCHOOL,La Jolla,San Diego,Adm,All,8
3385,LA JOLLA COUNTRY DAY SCHOOL51333,LA JOLLA COUNTRY DAY SCHOOL,La Jolla,San Diego,App,All,43
3386,LA JOLLA HIGH51335,LA JOLLA HIGH,La Jolla,San Diego,Enr,White,10
3387,LA JOLLA HIGH51335,LA JOLLA HIGH,La Jolla,San Diego,Adm,White,20
3388,LA JOLLA HIGH51335,LA JOLLA HIGH,La Jolla,San Diego,App,White,71
3389,LA JOLLA HIGH51335,LA JOLLA HIGH,La Jolla,San Diego,Adm,Asian,7
3390,LA JOLLA HIGH51335,LA JOLLA HIGH,La Jolla,San Diego,App,Asian,19
3391,LA JOLLA HIGH51335,LA JOLLA HIGH,La Jolla,San Diego,Adm,Hispanic/ Latino,3
3392,LA JOLLA HIGH51335,LA JOLLA HIGH,La Jolla,San Diego,App,Hispanic/ Latino,18
3393,LA JOLLA HIGH51335,LA JOLLA HIGH,La Jolla,San Diego,Enr,All,16
3394,LA JOLLA HIGH51335,LA JOLLA HIGH,La Jolla,San Diego,Adm,All,34
3395,LA JOLLA HIGH51335,LA JOLLA HIGH,La Jolla,San Diego,App,All,116
3396,LA MARTINIERE FOR GIRLS671851,LA MARTINIERE FOR GIRLS,,,App,All,5
